138.0, 8.07
138.0, 8.07
137.0, 8.07
138.0, 8.07
138.0, 2.49
138.0, 0.73
138.0, 6.58
138.0, 8.07
468.0, 8.07
466.0, 8.07
467.0, 2.49
466.0, 0.73
466.0, 6.58
466.0, 9.3
466.0, 2.72
467.0, 5.44
467.0, 8.78
467.0, 9.23
467.0, 7.09
466.0, 4.4
467.0, 1.65
467.0, 4.92
466.0, 0.42
466.0, 9.87
467.0, 5.03
466.0, 3.27
466.0, 7.29
466.0, 8.4
467.0, 6.12
466.0, 3.03
466.0, 1.69
467.0, 7.09
467.0, 1.57
466.0, 5.6
467.0, 9.33
467.0, 0.99
467.0, 2.78
467.0, 8.16
467.0, 3.35
466.0, 0.97
466.0, 8.26
466.0, 5.12
467.0, 2.67
467.0, 8.1
467.0, 6.33
467.0, 9.79
466.0, 8.07
466.0, 8.07
466.0, 8.07
467.0, 8.07
466.0, 8.07
920.0, 8.07
920.0, 8.07
920.0, 2.49
920.0, 0.73
920.0, 6.58
920.0, 9.3
920.0, 2.72
920.0, 8.07
920.0, 2.49
920.0, 0.73
919.0, 6.58
920.0, 9.3
920.0, 8.07
920.0, 2.49
920.0, 0.73
920.0, 6.58
920.0, 9.3
920.0, 2.72
920.0, 5.44
920.0, 8.78
920.0, 9.23
920.0, 7.09
919.0, 4.4
920.0, 1.65
920.0, 4.92
920.0, 0.42
920.0, 9.87
920.0, 5.03
920.0, 3.27
920.0, 7.29
920.0, 8.4
920.0, 6.12
920.0, 3.03
920.0, 1.69
920.0, 7.09
920.0, 1.57
920.0, 5.6
920.0, 9.33
920.0, 0.99
920.0, 2.78
920.0, 8.16
919.0, 3.35
920.0, 0.97
920.0, 8.26
919.0, 5.12
920.0, 2.67
920.0, 8.1
920.0, 6.33
920.0, 9.79
920.0, 1.49
920.0, 5.79
920.0, 8.21
920.0, 9.67
920.0, 6.72
920.0, 3.93
920.0, 3.36
920.0, 4.85
920.0, 7.45
920.0, 2.28
919.0, 0.91
920.0, 1.94
920.0, 3.57
920.0, 0.01
920.0, 1.53
920.0, 7.08
920.0, 9.44
920.0, 8.07
920.0, 2.49
920.0, 0.73
920.0, 6.58
920.0, 8.07
920.0, 2.49
920.0, 0.73
920.0, 6.58
920.0, 9.3
920.0, 8.07
920.0, 2.49
920.0, 0.73
920.0, 6.58
920.0, 9.3
920.0, 2.72
920.0, 5.44
920.0, 8.78
920.0, 9.23
920.0, 7.09
920.0, 4.4
920.0, 1.65
920.0, 4.92
920.0, 0.42
920.0, 9.87
920.0, 5.03
920.0, 3.27
920.0, 7.29
920.0, 8.4
920.0, 6.12
920.0, 3.03
920.0, 1.69
920.0, 7.09
920.0, 1.57
920.0, 5.6
920.0, 9.33
920.0, 0.99
920.0, 2.78
920.0, 8.16
920.0, 3.35
920.0, 0.97
920.0, 8.26
920.0, 5.12
920.0, 2.67
920.0, 8.1
920.0, 6.33
920.0, 9.79
920.0, 1.49
920.0, 5.79
920.0, 8.21
920.0, 9.67
920.0, 6.72
920.0, 3.93
920.0, 8.07
920.0, 2.49
920.0, 0.73
920.0, 6.58
920.0, 9.3
920.0, 2.72
920.0, 5.44
920.0, 8.78
920.0, 9.23
920.0, 7.09
920.0, 4.4
920.0, 1.65
920.0, 4.92
920.0, 0.42
920.0, 9.87
920.0, 5.03
919.0, 3.27
920.0, 7.29
920.0, 8.4
920.0, 6.12
920.0, 3.03
920.0, 1.69
920.0, 7.09
920.0, 1.57
920.0, 5.6
920.0, 9.33
920.0, 0.99
919.0, 2.78
920.0, 8.16
920.0, 3.35
920.0, 0.97
920.0, 8.26
920.0, 5.12
920.0, 2.67
920.0, 8.1
919.0, 6.33
919.0, 9.79
999.0, 1.49
1023.0, 5.79
1022.0, 8.21
976.0, 9.67
1023.0, 6.72
951.0, 3.93
906.0, 3.36
974.0, 4.85
771.0, 7.45
607.0, 2.28
411.0, 0.91
457.0, 1.94
818.0, 3.57
968.0, 0.01
616.0, 1.53
973.0, 7.08
971.0, 9.44
933.0, 6.68
1023.0, 4.9
853.0, 1.24
1023.0, 1.96
873.0, 5.3
806.0, 9.03
810.0, 7.22
810.0, 6.66
810.0, 5.49
810.0, 0.24
810.0, 8.01
810.0, 8.53
810.0, 9.77
810.0, 4.08
810.0, 2.28
810.0, 9.33
811.0, 8.07
810.0, 2.49
810.0, 0.73
810.0, 6.58
810.0, 9.3
810.0, 2.72
810.0, 5.44
810.0, 8.78
810.0, 9.23
810.0, 7.09
810.0, 4.4
810.0, 1.65
810.0, 4.92
810.0, 0.42
810.0, 9.87
810.0, 5.03
810.0, 3.27
810.0, 7.29
810.0, 8.4
810.0, 6.12
811.0, 3.03
810.0, 1.69
810.0, 7.09
810.0, 1.57
810.0, 5.6
810.0, 9.33
810.0, 0.99
810.0, 2.78
810.0, 8.16
810.0, 3.35
810.0, 0.97
810.0, 8.26
810.0, 5.12
810.0, 2.67
811.0, 8.1
811.0, 6.33
810.0, 9.79
810.0, 1.49
810.0, 5.79
810.0, 8.21
811.0, 9.67
810.0, 6.72
810.0, 3.93
811.0, 3.36
810.0, 4.85
810.0, 8.07
810.0, 2.49
810.0, 0.73
810.0, 6.58
810.0, 9.3
810.0, 2.72
810.0, 5.44
811.0, 8.78
810.0, 9.23
811.0, 7.09
810.0, 4.4
811.0, 1.65
777.0, 4.92
448.0, 0.42
115.0, 9.87
167.0, 5.03
407.0, 3.27
592.0, 7.29
681.0, 8.4
711.0, 6.12
425.0, 3.03
236.0, 1.69
244.0, 7.09
359.0, 1.57
413.0, 5.6
412.0, 9.33
412.0, 0.99
413.0, 2.78
412.0, 8.16
319.0, 3.35
271.0, 0.97
271.0, 8.26
266.0, 5.12
267.0, 2.67
271.0, 8.1
274.0, 6.33
286.0, 9.79
382.0, 1.49
459.0, 5.79
470.0, 8.21
469.0, 9.67
468.0, 6.72
470.0, 3.93
466.0, 3.36
469.0, 4.85
469.0, 7.45
470.0, 2.28
470.0, 0.91
469.0, 1.94
469.0, 3.57
470.0, 0.01
470.0, 1.53
469.0, 7.08
469.0, 9.44
469.0, 6.68
469.0, 4.9
469.0, 1.24
469.0, 1.96
469.0, 5.3
470.0, 9.03
469.0, 7.22
469.0, 6.66
469.0, 5.49
469.0, 0.24
469.0, 8.01
469.0, 8.53
469.0, 9.77
469.0, 4.08
469.0, 2.28
469.0, 9.33
469.0, 2.98
469.0, 9.81
469.0, 6.35
469.0, 0.13
469.0, 8.65
469.0, 8.14
470.0, 0.63
469.0, 5.36
469.0, 4.25
469.0, 6.69
469.0, 1.15
469.0, 0.94
469.0, 6.29
469.0, 5.01
469.0, 5.17
469.0, 1.95
469.0, 1.05
469.0, 4.04
469.0, 4.51
469.0, 2.98
469.0, 1.88
469.0, 1.23
470.0, 5.05
469.0, 8.82
469.0, 7.52
469.0, 5.66
469.0, 7.16
469.0, 3.37
469.0, 4.38
469.0, 1.44
469.0, 5.01
470.0, 8.97
469.0, 8.71
469.0, 8.28
470.0, 1.37
469.0, 3.58
470.0, 1.77
469.0, 3.97
469.0, 2.94
469.0, 9.04
469.0, 6.09
469.0, 2.31
469.0, 7.45
469.0, 1.75
469.0, 6.35
469.0, 2.98
470.0, 1.42
469.0, 3.99
469.0, 9.68
469.0, 4.12
469.0, 2.6
469.0, 5.57
469.0, 5.94
469.0, 0.08
470.0, 3.95
469.0, 9.68
469.0, 1.13
470.0, 5.3
469.0, 0.06
469.0, 9.62
469.0, 9.42
469.0, 3.65
469.0, 0.82
470.0, 8.52
469.0, 7.67
469.0, 8.21
469.0, 6.95
469.0, 7.12
469.0, 6.71
469.0, 9.01
470.0, 5.9
469.0, 8.31
469.0, 7.38
469.0, 0.57
470.0, 8.07
469.0, 2.49
469.0, 0.73
469.0, 6.58
469.0, 9.3
469.0, 2.72
469.0, 5.44
469.0, 8.78
469.0, 9.23
469.0, 7.09
470.0, 4.4
469.0, 1.65
470.0, 4.92
470.0, 0.42
470.0, 9.87
469.0, 5.03
469.0, 3.27
469.0, 7.29
469.0, 8.4
469.0, 6.12
469.0, 3.03
469.0, 1.69
469.0, 7.09
469.0, 1.57
